intent,question_example,answer_summary,source
chronic,What does it mean to have chronic Hepatitis B?,"Chronic hepatitis B means the infection lasts 6 months or longer. Many people feel well for years, but the virus can still damage the liver over time, so regular monitoring is important to reduce risks like cirrhosis and liver cancer. In the context of (What mean have chronic), chronic hepatitis B often needs ongoing monitoring even when you feel fine.",WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b | CDC: https://www.cdc.gov/hepatitis-b/about/index.html | Hepatitis B Foundation: https://www.hepb.org/what-is-hepatitis-b/what-is-hepb/acute-vs-chronic/
window,What is the window period for testing?,"Testing too soon after a possible exposure can miss hepatitis B because some markers take time to appear. A practical approach is to get baseline testing right away and repeat later if advised, especially if you're unvaccinated or had a high-risk exposure. Since your question is about (What window period for testing), repeat testing later may be recommended if the first test is too early after exposure.",CDC: https://www.cdc.gov/hepatitis-b/about/index.html | CDC: https://www.cdc.gov/hepatitis-b/hcp/diagnosis-testing/index.html | Hepatitis B Foundation: https://www.hepb.org/prevention-and-diagnosis/diagnosis/understanding-your-test-results/
urgent,When should someone with Hepatitis B seek urgent care?,"Get medical attention promptly for possible hepatitis B exposure or if you develop concerning symptoms like jaundice, severe pain, or persistent vomiting. Early evaluation helps guide testing and prevention steps. If your concern is (seek urgent care) and it's severe or getting worse, seek same day medical care.",CDC: https://www.cdc.gov/hepatitis-b/signs-symptoms/index.html | CDC: https://www.cdc.gov/hepatitis-b/about/index.html | WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b
mother_to_child,Can Hepatitis B be passed from mother to child?,"Mother-to-child (perinatal) hepatitis B transmission can occur, especially around delivery. Prenatal screening and timely newborn prevention (vaccine at birth; HBIG when indicated) are key to protecting the infant. For the situation you mentioned (mother child), the risk depends on contact with infected blood or certain body fluids not casual proximity.",WHO: https://www.who.int/news-room/questions-and-answers/item/hepatitis-preventing-mother-to-child-transmission-of-the-hepatitis-b-virus | CDC: https://www.cdc.gov/hepatitis-b/hcp/perinatal-provider-overview/index.html | Hepatitis B Foundation: https://www.hepb.org/prevention-and-diagnosis/transmission/
transmission,Can you catch Hep B from being around someone who has it?,"Hepatitis B spreads when infected blood or certain body fluids (including sexual fluids) enter another persons body. Common routes include unprotected sex, sharing needles/syringes, and passing it from a pregnant person to their baby at birth; it is not spread by casual contact like hugging or sharing food. For the situation you mentioned (being around someone who has), the risk depends on contact with infected blood or certain body fluids not casual proximity.",WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b | CDC: https://www.cdc.gov/hepatitis-b/prevention/index.html | Hepatitis B Foundation: https://www.hepb.org/prevention-and-diagnosis/transmission/
transmission,Is Hepatitis B spread by sharing food or drinks?,"No hepatitis B is not spread by casual contact like hugging, coughing, sneezing, or sharing food and drinks. It spreads when infected blood or certain body fluids enter another persons body (for example through sex, needle sharing, or from parent to baby at birth). For the situation you mentioned (sharing food drinks), the risk depends on contact with infected blood or certain body fluids not casual proximity.",WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b | CDC: https://www.cdc.gov/hepatitis-b/prevention/index.html | Hepatitis B Foundation: https://www.hepb.org/prevention-and-diagnosis/transmission/
transmission,Can I get Hep B from kissing or hugging?,"No hepatitis B is not spread by casual contact like hugging, coughing, sneezing, or sharing food and drinks. It spreads when infected blood or certain body fluids enter another persons body (for example through sex, needle sharing, or from parent to baby at birth). For the situation you mentioned (sharing food drinks), the risk depends on contact with infected blood or certain body fluids not casual proximity.",WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b | CDC: https://www.cdc.gov/hepatitis-b/prevention/index.html | Hepatitis B Foundation: https://www.hepb.org/prevention-and-diagnosis/transmission/
transmission,Do I need to worry about Hep B from casual contact?,"No hepatitis B is not spread by casual contact like hugging, coughing, sneezing, or sharing food and drinks. It spreads when infected blood or certain body fluids enter another persons body (for example through sex, needle sharing, or from parent to baby at birth). For the situation you mentioned (sharing food drinks), the risk depends on contact with infected blood or certain body fluids not casual proximity.",WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b | CDC: https://www.cdc.gov/hepatitis-b/prevention/index.html | Hepatitis B Foundation: https://www.hepb.org/prevention-and-diagnosis/transmission/
symptoms,How would I feel if I had Hep B?,"Hepatitis B symptoms vary many people have none. When symptoms occur (more often in acute infection in older children/adults), they can include fatigue, fever, nausea, abdominal pain, dark urine, pale stools, joint pain, and jaundice. With the symptom you mentioned (How would feel if had), it's worth getting evaluated many people have few or no symptoms, so testing matters.",WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b | CDC: https://www.cdc.gov/hepatitis-b/signs-symptoms/index.html | Hepatitis B Foundation: https://www.hepb.org/what-is-hepatitis-b/what-is-hepb/symptoms/
symptoms,Can you have Hepatitis B and not feel sick?,"Hepatitis B symptoms vary many people have none. When symptoms occur (more often in acute infection in older children/adults), they can include fatigue, fever, nausea, abdominal pain, dark urine, pale stools, joint pain, and jaundice. With the symptom you mentioned (How would feel if had), it's worth getting evaluated many people have few or no symptoms, so testing matters.",WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b | CDC: https://www.cdc.gov/hepatitis-b/signs-symptoms/index.html | Hepatitis B Foundation: https://www.hepb.org/what-is-hepatitis-b/what-is-hepb/symptoms/
symptoms,Does Hep B always cause jaundice or yellow eyes?,"Jaundice (yellowing of the skin or eyes) can happen with acute hepatitis B and is one of the classic signs of liver inflammation. If you notice jaundice especially with dark urine, nausea, abdominal pain, or fatigue seek medical evaluation and get tested. With the symptom you mentioned (always cause jaundice yellow eyes), it's worth getting evaluated many people have few or no symptoms, so testing matters.",WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b | CDC: https://www.cdc.gov/hepatitis-b/signs-symptoms/index.html | Hepatitis B Foundation: https://www.hepb.org/what-is-hepatitis-b/what-is-hepb/symptoms/
symptoms,What are some early signs that Hep B might be affecting me?,"Hepatitis B symptoms vary many people have none. When symptoms occur (more often in acute infection in older children/adults), they can include fatigue, fever, nausea, abdominal pain, dark urine, pale stools, joint pain, and jaundice. With the symptom you mentioned (How would feel if had), it's worth getting evaluated many people have few or no symptoms, so testing matters.",WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b | CDC: https://www.cdc.gov/hepatitis-b/signs-symptoms/index.html | Hepatitis B Foundation: https://www.hepb.org/what-is-hepatitis-b/what-is-hepb/symptoms/
testing,How do I get checked for Hep B?,"Hepatitis B is diagnosed with blood tests. The key markers are HBsAg (current infection), Anti-HBs (immunity), and Anti-HBc (past or current exposure); interpreting them together is the clearest way to understand your status. Because you asked about (How checked for), the best next step is to review the full hepatitis B panel results together with a healthcare professional. ",CDC: https://www.cdc.gov/hepatitis-b/hcp/diagnosis-testing/index.html | Hepatitis B Foundation: https://www.hepb.org/prevention-and-diagnosis/diagnosis/understanding-your-test-results/ | WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b
testing,When should I get tested for Hepatitis B after a possible exposure?,"Hepatitis B is diagnosed with blood tests. The key markers are HBsAg (current infection), Anti-HBs (immunity), and Anti-HBc (past or current exposure); interpreting them together is the clearest way to understand your status. Because you asked about (exposure), the best next step is to review the full hepatitis B panel results together with healthcare professional. ",CDC: https://www.cdc.gov/hepatitis-b/hcp/diagnosis-testing/index.html | Hepatitis B Foundation: https://www.hepb.org/prevention-and-diagnosis/diagnosis/understanding-your-test-results/ | WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b
testing,What blood work do they usually run for Hep B?,"Hepatitis B is diagnosed with blood tests. The key markers are HBsAg (current infection), Anti-HBs (immunity), and Anti-HBc (past or current exposure); interpreting them together is the clearest way to understand your status. Because you asked about (What blood work they usually run for), the best next step is to review the full hepatitis B panel results together with a healthcare professional. ",CDC: https://www.cdc.gov/hepatitis-b/hcp/diagnosis-testing/index.html | Hepatitis B Foundation: https://www.hepb.org/prevention-and-diagnosis/diagnosis/understanding-your-test-results/ | WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b
testing,Do I need more than one test to know my Hep B status?,"Hepatitis B is diagnosed with blood tests. The key markers are HBsAg (current infection), Anti-HBs (immunity), and Anti-HBc (past or current exposure); interpreting them together is the clearest way to understand your status. Because you asked about (need more than one test know status), the best next step is to review the full hepatitis B panel results together with a healthcare professional.",CDC: https://www.cdc.gov/hepatitis-b/hcp/diagnosis-testing/index.html | Hepatitis B Foundation: https://www.hepb.org/prevention-and-diagnosis/diagnosis/understanding-your-test-results/ | WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b
vaccination,Do I really need the Hep B vaccine?,Vaccination is the best way to prevent hepatitis B. Most people receive a multi-dose series; completing the full series is important for long-term protection. Since you're asking about vaccinations please consult a healthcare professional. ,CDC: https://www.cdc.gov/hepatitis-b/hcp/vaccine-administration/index.html | Hepatitis B Foundation: https://www.hepb.org/prevention-and-diagnosis/vaccination/guidelines-2/ | WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b
vaccination,How many shots are in the Hepatitis B vaccine series?,"Most hepatitis B vaccines are given as a multi-dose series (commonly 3 doses on a 0-, 1-, and 6 month schedule). Following the recommended intervals and completing the whole series gives the best long-term protection. Since you're asking about vaccines please consult a healthcare professional. ",CDC: https://www.cdc.gov/hepatitis-b/hcp/vaccine-administration/index.html | Hepatitis B Foundation: https://www.hepb.org/prevention-and-diagnosis/vaccination/guidelines-2/ | WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b
vaccination,What if I missed a dose of my Hep B vaccine?,"Vaccination is the best way to prevent hepatitis B. Most people receive a multi-dose series; completing the full series is important for long-term protection. Since you're asking about (What if missed dose vaccine), focus on completing the recommended doses on schedule for durable protection.",CDC: https://www.cdc.gov/hepatitis-b/hcp/vaccine-administration/index.html | Hepatitis B Foundation: https://www.hepb.org/prevention-and-diagnosis/vaccination/guidelines-2/ | WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b
vaccination,How long does Hep B vaccine protection last?,"Vaccination is the best way to prevent hepatitis B. Most people receive a multi-dose series; completing the full series is important for long-term protection. Since you're asking about (How long vaccine protection last), focus on completing the recommended doses on schedule for durable protection.",CDC: https://www.cdc.gov/hepatitis-b/hcp/vaccine-administration/index.html | Hepatitis B Foundation: https://www.hepb.org/prevention-and-diagnosis/vaccination/guidelines-2/ | WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b
treatment,What do doctors usually do for someone with Hep B?,"Treatment depends on whether hepatitis B is acute or chronic. Chronic infection may be treated with antivirals to suppress the virus and reduce liver damage, while acute infection is often supportive care with monitoring. For what you asked (What doctors usually for someone), treatment decisions usually depend on lab results and liver health, not symptoms alone.",WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b | CDC: https://www.cdc.gov/hepatitis-b/about/index.html | Hepatitis B Foundation: https://www.hepb.org/what-is-hepatitis-b/what-is-hepb/acute-vs-chronic/
treatment,Do all people with Hepatitis B need medication?,"Chronic hepatitis B is often managed with antiviral medicines that suppress HBV replication and help protect the liver. Your clinician decides whether to start treatment based on factors like HBV DNA level, ALT (liver enzymes), and liver fibrosis/cirrhosis status. For what you asked (need medication), treatment decisions usually depend on lab results and liver health, not symptoms alone.",WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b | CDC: https://www.cdc.gov/hepatitis-b/about/index.html | Hepatitis B Foundation: https://www.hepb.org/what-is-hepatitis-b/what-is-hepb/acute-vs-chronic/
treatment,Can Hep B go away on its own?,"Treatment depends on whether hepatitis B is acute or chronic. Chronic infection may be treated with antivirals to suppress the virus and reduce liver damage, while acute infection is often supportive care with monitoring. For what you asked (go away its own), treatment decisions usually depend on lab results and liver health, not symptoms alone.",WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b | CDC: https://www.cdc.gov/hepatitis-b/about/index.html | Hepatitis B Foundation: https://www.hepb.org/what-is-hepatitis-b/what-is-hepb/acute-vs-chronic/
treatment,What happens if Hep B is not treated?,"Treatment depends on whether hepatitis B is acute or chronic. Chronic infection may be treated with antivirals to suppress the virus and reduce liver damage, while acute infection is often supportive care with monitoring. For what you asked (What happens if not treated), treatment decisions usually depend on lab results and liver health, not symptoms alone.",WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b | CDC: https://www.cdc.gov/hepatitis-b/about/index.html | Hepatitis B Foundation: https://www.hepb.org/what-is-hepatitis-b/what-is-hepb/acute-vs-chronic/
prevention,How can I avoid getting Hepatitis B?,"To prevent hepatitis B: get vaccinated, use condoms during sex, avoid sharing needles/syringes, and dont share personal items that may have blood (like toothbrushes or razors). If you might be exposed at work (healthcare), follow standard precautions and safety practices. For the situation you mentioned (How avoid getting), the risk depends on contact with infected blood or certain body fluids not casual proximity.",WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b | CDC: https://www.cdc.gov/hepatitis-b/prevention/index.html | Hepatitis B Foundation: https://www.hepb.org/prevention-and-diagnosis/transmission/
prevention,What are some everyday things I can do to stay safe from Hep B?,"Prevention focuses on vaccination plus reducing exposure to infected blood and body fluids (safer sex, not sharing needles or blood-contaminated personal items, and using sterile equipment for tattoos/piercings). For the situation you mentioned (What are some everyday things stay safe), the risk depends on contact with infected blood or certain body fluids not casual proximity.",WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b | CDC: https://www.cdc.gov/hepatitis-b/prevention/index.html | Hepatitis B Foundation: https://www.hepb.org/prevention-and-diagnosis/transmission/
prevention,Do condoms help protect against Hep B?,"Condoms reduce the risk of hepatitis B transmission during sex by limiting exposure to infected blood and sexual fluids. Vaccination provides the strongest protection, so combining vaccination + condoms is especially protective. For the situation you mentioned (condoms help protect against), the risk depends on contact with infected blood or certain body fluids not casual proximity.",WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b | CDC: https://www.cdc.gov/hepatitis-b/prevention/index.html | Hepatitis B Foundation: https://www.hepb.org/prevention-and-diagnosis/transmission/
prevention,Is it safe to live with or date someone who has Hep B?,"Prevention focuses on vaccination plus reducing exposure to infected blood and body fluids (safer sex, not sharing needles or blood-contaminated personal items, and using sterile equipment for tattoos/piercings). For the situation you mentioned (date someone who has), the risk depends on contact with infected blood or certain body fluids not casual proximity.",WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b | CDC: https://www.cdc.gov/hepatitis-b/prevention/index.html | Hepatitis B Foundation: https://www.hepb.org/prevention-and-diagnosis/transmission/
chronic,What does it mean if Hep B never goes away?,"Chronic hepatitis B is a long-term infection (6 months). It may have no symptoms for a long time, but ongoing follow-up helps detect liver inflammation and prevent complications. In the context of (What mean if never goes away), chronic hepatitis B often needs ongoing monitoring even when you feel fine.",WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b | CDC: https://www.cdc.gov/hepatitis-b/about/index.html | Hepatitis B Foundation: https://www.hepb.org/what-is-hepatitis-b/what-is-hepb/acute-vs-chronic/
chronic,Can you live a normal life with chronic Hepatitis B?,"Chronic hepatitis B means the infection lasts 6 months or longer. Many people feel well for years, but the virus can still damage the liver over time, so regular monitoring is important to reduce risks like cirrhosis and liver cancer. In the context of (chronic), chronic hepatitis B often needs ongoing monitoring even when you feel fine.",WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b | CDC: https://www.cdc.gov/hepatitis-b/about/index.html | Hepatitis B Foundation: https://www.hepb.org/what-is-hepatitis-b/what-is-hepb/acute-vs-chronic/
chronic,How do doctors keep track of chronic Hep B over time?,"Chronic hepatitis B means the infection lasts 6 months or longer. Many people feel well for years, but the virus can still damage the liver over time, so regular monitoring is important to reduce risks like cirrhosis and liver cancer. In the context of (How doctors keep track chronic over time), chronic hepatitis B often needs ongoing monitoring even when you feel fine.",WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b | CDC: https://www.cdc.gov/hepatitis-b/about/index.html | Hepatitis B Foundation: https://www.hepb.org/what-is-hepatitis-b/what-is-hepb/acute-vs-chronic/
chronic,What long-term problems can chronic Hep B cause?,"Chronic hepatitis B means the infection lasts 6 months or longer. Many people feel well for years, but the virus can still damage the liver over time, so regular monitoring is important to reduce risks like cirrhosis and liver cancer. In the context of (What long term problems chronic cause), chronic hepatitis B often needs ongoing monitoring even when you feel fine.",WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b | CDC: https://www.cdc.gov/hepatitis-b/about/index.html | Hepatitis B Foundation: https://www.hepb.org/what-is-hepatitis-b/what-is-hepb/acute-vs-chronic/
window,How soon after exposure will a Hep B test show anything?,"After an exposure, blood tests may not turn positive immediately there can be a window before markers are detectable. If you're worried about a recent exposure, get tested now and repeat testing as advised by a clinician to confirm your status over time. Given your timing question (exposure will test show anything), repeat testing later may be recommended if the first test is too early after exposure.",CDC: https://www.cdc.gov/hepatitis-b/about/index.html | CDC: https://www.cdc.gov/hepatitis-b/hcp/diagnosis-testing/index.html | Hepatitis B Foundation: https://www.hepb.org/prevention-and-diagnosis/diagnosis/understanding-your-test-results/
window,Can my test be negative even if I was just exposed to Hep B?,"Hepatitis B lab markers and symptoms can take time to appear after exposure, and timing varies by person. If you may have been exposed recently, testing now and repeating later (per clinical guidance) helps rule in/out infection. Given your timing question (test be negative even if was just exposed), repeat testing later may be recommended if the first test is too early after exposure.",CDC: https://www.cdc.gov/hepatitis-b/about/index.html | CDC: https://www.cdc.gov/hepatitis-b/hcp/diagnosis-testing/index.html | Hepatitis B Foundation: https://www.hepb.org/prevention-and-diagnosis/diagnosis/understanding-your-test-results/
window,Do I need to repeat a Hep B test later if the first one was soon after exposure?,"After an exposure, blood tests may not turn positive immediately there can be a window before markers are detectable. If you're worried about a recent exposure, get tested now and repeat testing as advised by a clinician to confirm your status over time. Given your timing question (exposure), repeat testing later may be recommended if the first test is too early after exposure.",CDC: https://www.cdc.gov/hepatitis-b/about/index.html | CDC: https://www.cdc.gov/hepatitis-b/hcp/diagnosis-testing/index.html | Hepatitis B Foundation: https://www.hepb.org/prevention-and-diagnosis/diagnosis/understanding-your-test-results/
window,How long should I wait before getting tested again for Hep B?,"Hepatitis B lab markers and symptoms can take time to appear after exposure, and timing varies by person. If you may have been exposed recently, testing now and repeating later (per clinical guidance) helps rule in/out infection. Given your timing question (How long should wait before getting tested again), repeat testing later may be recommended if the first test is too early after exposure.",CDC: https://www.cdc.gov/hepatitis-b/about/index.html | CDC: https://www.cdc.gov/hepatitis-b/hcp/diagnosis-testing/index.html | Hepatitis B Foundation: https://www.hepb.org/prevention-and-diagnosis/diagnosis/understanding-your-test-results/
urgent,When is Hepatitis B serious enough to go to the ER?,"Get medical attention promptly for possible hepatitis B exposure or if you develop concerning symptoms like jaundice, severe pain, or persistent vomiting. Early evaluation helps guide testing and prevention steps. If your concern is (When serious enough go ER) and it's severe or getting worse, seek same day medical care.",CDC: https://www.cdc.gov/hepatitis-b/signs-symptoms/index.html | CDC: https://www.cdc.gov/hepatitis-b/about/index.html | WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b
urgent,What symptoms mean I should get urgent help for Hep B?,"Get medical attention promptly for possible hepatitis B exposure or if you develop concerning symptoms like jaundice, severe pain, or persistent vomiting. Early evaluation helps guide testing and prevention steps. If your concern is (What symptoms mean should urgent help for) and it's severe or getting worse, seek same day medical care.",CDC: https://www.cdc.gov/hepatitis-b/signs-symptoms/index.html | CDC: https://www.cdc.gov/hepatitis-b/about/index.html | WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b
urgent,Should I be worried if I have stomach pain and yellow eyes?,"Seek urgent medical care if you have jaundice, severe abdominal pain, persistent vomiting, confusion, or signs of bleeding these can signal significant liver problems. If you've had a possible hepatitis B exposure, prompt evaluation and hepatitis testing are important. If your concern is (Should be worried if have stomach pain yellow) and it's severe or getting worse, seek same day medical care.",CDC: https://www.cdc.gov/hepatitis-b/signs-symptoms/index.html | CDC: https://www.cdc.gov/hepatitis-b/about/index.html | WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b
urgent,Is Hep B an emergency if I am pregnant and think I was exposed?,"Get medical attention promptly for possible hepatitis B exposure or if you develop concerning symptoms like jaundice, severe pain, or persistent vomiting. Early evaluation helps guide testing and prevention steps. If your concern is (emergency if am pregnant think was exposed) and it's severe or getting worse, seek same day medical care.",CDC: https://www.cdc.gov/hepatitis-b/signs-symptoms/index.html | CDC: https://www.cdc.gov/hepatitis-b/about/index.html | WHO: https://www.who.int/news-room/fact-sheets/detail/hepatitis-b
mother_to_child,Can a baby catch Hep B from their parent during birth?,"Yes hepatitis B can be passed from a pregnant person to their baby, most commonly at birth. Screening during pregnancy and giving the newborn appropriate preventive care (hepatitis B vaccination starting at birth, and HBIG when indicated) greatly reduces transmission. For the situation you mentioned (their parent birth), the risk depends on contact with infected blood or certain body fluids not casual proximity.",WHO: https://www.who.int/news-room/questions-and-answers/item/hepatitis-preventing-mother-to-child-transmission-of-the-hepatitis-b-virus | CDC: https://www.cdc.gov/hepatitis-b/hcp/perinatal-provider-overview/index.html | Hepatitis B Foundation: https://www.hepb.org/prevention-and-diagnosis/transmission/
mother_to_child,What can be done to protect a newborn if the parent has Hep B?,"Yes hepatitis B can be passed from a pregnant person to their baby, most commonly at birth. Screening during pregnancy and giving the newborn appropriate preventive care (hepatitis B vaccination starting at birth, and HBIG when indicated) greatly reduces transmission. For the situation you mentioned (What be done protect newborn if parent has), the risk depends on contact with infected blood or certain body fluids not casual proximity.",WHO: https://www.who.int/news-room/questions-and-answers/item/hepatitis-preventing-mother-to-child-transmission-of-the-hepatitis-b-virus | CDC: https://www.cdc.gov/hepatitis-b/hcp/perinatal-provider-overview/index.html | Hepatitis B Foundation: https://www.hepb.org/prevention-and-diagnosis/transmission/
mother_to_child,Does a baby need shots right after birth if the mother has Hepatitis B?,"Yes hepatitis B can be passed from a pregnant person to their baby, most commonly at birth. Screening during pregnancy and giving the newborn appropriate preventive care (hepatitis B vaccination starting at birth, and HBIG when indicated) greatly reduces transmission. For the situation you mentioned (birth if mother has), the risk depends on contact with infected blood or certain body fluids not casual proximity.",WHO: https://www.who.int/news-room/questions-and-answers/item/hepatitis-preventing-mother-to-child-transmission-of-the-hepatitis-b-virus | CDC: https://www.cdc.gov/hepatitis-b/hcp/perinatal-provider-overview/index.html | Hepatitis B Foundation: https://www.hepb.org/prevention-and-diagnosis/transmission/
mother_to_child,Can breastfeeding pass Hep B to a baby?,"Yes hepatitis B can be passed from a pregnant person to their baby, most commonly at birth. Screening during pregnancy and giving the newborn appropriate preventive care (hepatitis B vaccination starting at birth, and HBIG when indicated) greatly reduces transmission. For the situation you mentioned (breastfeeding pass baby), the risk depends on contact with infected blood or certain body fluids not casual proximity.",WHO: https://www.who.int/news-room/questions-and-answers/item/hepatitis-preventing-mother-to-child-transmission-of-the-hepatitis-b-virus | CDC: https://www.cdc.gov/hepatitis-b/hcp/perinatal-provider-overview/index.html | Hepatitis B Foundation: https://www.hepb.org/prevention-and-diagnosis/transmission/
